gene_name	gene_symbol	chrom	strand
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Gm37013	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Gm38666	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Gm38667	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha1	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha10	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha11	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha12	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha2	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha3	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha4	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha5	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha6	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha7	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha8	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdha9	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhac1	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhac2	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga1	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga10	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga11	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga12	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga2	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga3	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga4	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga5	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga6	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga7	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga8	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhga9	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgb1	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgb2	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgb4	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgb5	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgb6	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgb7	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgb8	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgc3	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgc4	chr18	1
AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5	Pcdhgc5	chr18	1
AK208745;Ap2s1	AK208745	chr7	1
AK208745;Ap2s1	Ap2s1	chr7	1
AK209396	AK209396	chr8	1
AK209582;Slc11a2	AK209582	chr15	-1
AK209582;Slc11a2	Slc11a2	chr15	-1
AK209647	AK209647	chrX	1
AK209885	AK209885	chr8	1
AK209947;Coq2	AK209947	chr5	-1
AK209947;Coq2	Coq2	chr5	-1
AK210432;H2-Ke6;Slc39a7	AK210432	chr17	-1
AK210432;H2-Ke6;Slc39a7	H2-Ke6	chr17	-1
AK210432;H2-Ke6;Slc39a7	Slc39a7	chr17	-1
AK210533	AK210533	chr18	-1
AK210533	AK210533	chr5	-1
AK210555;Gm44504;Slc10a3;Ubl4a	AK210555	chrX	-1
AK210555;Gm44504;Slc10a3;Ubl4a	Gm44504	chrX	-1
AK210555;Gm44504;Slc10a3;Ubl4a	Slc10a3	chrX	-1
AK210555;Gm44504;Slc10a3;Ubl4a	Ubl4a	chrX	-1
AK210685	AK210685	chr16	-1
AK210908;Itm2c	AK210908	chr1	1
AK210908;Itm2c	Itm2c	chr1	1
AK211096;Mir6954;Mroh1	AK211096	chr15	1
AK211096;Mir6954;Mroh1	Mir6954	chr15	1
AK211096;Mir6954;Mroh1	Mroh1	chr15	1
AK211100;Ehmt2	AK211100	chr17	1
AK211100;Ehmt2	Ehmt2	chr17	1
AK211336	AK211336	chr7	1
AK211473	AK211473	chr3	1
AK211593;Timm50	AK211593	chr7	-1
AK211593;Timm50	Timm50	chr7	-1
AK211817;Gga2	AK211817	chr7	-1
AK211817;Gga2	Gga2	chr7	-1
AK211918;Mir7034;Tmem120a	AK211918	chr5	-1
AK211918;Mir7034;Tmem120a	Mir7034	chr5	-1
AK211918;Mir7034;Tmem120a	Tmem120a	chr5	-1
AK212155;Tmem9b	AK212155	chr7	-1
AK212155;Tmem9b	Tmem9b	chr7	-1
AK212603	AK212603	chr6	-1
AK212710	AK212710	chr5	1
AK212965	AK212965	chr1	-1
AK213104;Zfpl1	AK213104	chr19	-1
AK213104;Zfpl1	Zfpl1	chr19	-1
AK213166	AK213166	chr19	1
AK213200	AK213200	chr16	-1
AK213359;Mcl1	AK213359	chr3	1
AK213359;Mcl1	Mcl1	chr3	1
AK213404	AK213404	chr15	-1
AK213543;Clstn3	AK213543	chr6	-1
AK213543;Clstn3	Clstn3	chr6	-1
AK213609	AK213609	chr5	-1
AK213636	AK213636	chr6	-1
AK213652	AK213652	chr7	-1
AK213749	AK213749	chr4	1
AK213775	AK213775	chr7	-1
AK213804;Copz2	AK213804	chr11	1
AK213804;Copz2	Copz2	chr11	1
AK214055	AK214055	chr4	1
AK214072	AK214072	chr5	1
AK214184	AK214184	chr4	-1
AK214371	AK214371	chr9	-1
AK214451	AK214451	chr16	-1
