chrom	start	end	strand	gene_name
chr14	32064674	32064675	1	Bap1
chr1	71149545	71149546	-1	Bard1
chr2	28771959	28771960	-1	Barhl1
chr2	28771940	28771941	-1	Barhl1
chr5	106887184	106887185	-1	Barhl2
chr13	48758404	48758405	1	Barx1
chr9	31720869	31720870	-1	Barx2
chr15	25343518	25343519	-1	Basp1
chr12	87027669	87027670	1	Batf
chr19	6164457	6164458	1	Batf2
chr1	192922292	192922293	1	Batf3
chr1	192921758	192921759	1	Batf3
chr7	52722267	52722268	-1	Bax
chr7	52722144	52722145	-1	Bax
chr12	56087322	56087323	-1	Baz1a
chr10	127529515	127529516	1	Baz2a
chr10	127558646	127558647	1	Baz2a
chr10	127533431	127533432	1	Baz2a
chr10	127528665	127528666	1	Baz2a
chr10	127561948	127561949	1	Baz2a
chr2	59963866	59963867	-1	Baz2b
chr8	15046068	15046069	-1	BB014433
chr10	58159492	58159493	1	BB019430
chr4	102684569	102684570	-1	BB031773
chr13	52852573	52852574	-1	BB123696
chr13	52830973	52830974	-1	BB123696
chr12	89055024	89055025	1	BB287469
chr7	16894931	16894932	1	Bbc3
chr2	110145881	110145882	-1	Bbox1
chr19	4906626	4906627	-1	Bbs1
chr19	4897716	4897717	-1	Bbs1
chr10	110735734	110735735	1	Bbs10
chr3	37211475	37211476	1	Bbs12
chr8	96622710	96622711	-1	Bbs2
chr9	59201314	59201315	-1	Bbs4
chr2	69485311	69485312	1	Bbs5
chr3	36512310	36512311	-1	Bbs7
chr9	22280158	22280159	1	Bbs9
chr9	22280205	22280206	1	Bbs9
chr9	22308488	22308489	1	Bbs9
chr9	22450407	22450408	1	Bbs9
chr9	22462723	22462724	1	Bbs9
chr16	50432501	50432502	-1	Bbx
chr16	50331105	50331106	-1	Bbx
chr16	50429980	50429981	-1	Bbx
chr16	50431237	50431238	-1	Bbx
chr16	42955692	42955693	1	BC002163
chr2	90857827	90857828	1	BC002221;Celf1
chr2	90780614	90780615	1	BC002221;Celf1
chr1	152240184	152240185	-1	BC003331
chr1	152237485	152237486	-1	BC003331
chr9	14135884	14135885	1	BC003348
chr17	25321505	25321506	1	BC003965
chr17	29405732	29405733	1	BC004004
chr13	24893525	24893526	1	BC005537
chr5	104937370	104937371	1	BC005561
chr2	30837460	30837461	-1	BC005624
chr11	112572669	112572670	-1	BC006965;BC038907
chr11	112572654	112572655	-1	BC006965;BC038907
chr11	112643289	112643290	-1	BC006965;BC038907
chr6	140372619	140372620	1	BC010246;Plekha5
chr6	140483695	140483696	1	BC010246;Plekha5
chr6	140492240	140492241	1	BC010246;Plekha5
chr6	140381509	140381510	1	BC010246;Plekha5
chr2	103229200	103229201	-1	BC016548
chr16	45654230	45654231	-1	BC016579
chr7	135441644	135441645	-1	BC017158;Mir3103
chr7	135431948	135431949	-1	BC017158;Mir3103
chr11	121090578	121090579	-1	BC017643
chr11	121090581	121090582	-1	BC017643
chr11	121090389	121090390	-1	BC017643
chr17	15115775	15115776	-1	BC018245;Gm3417;Gm3448;Tcte3;Tctex2
chr17	15147147	15147148	-1	BC018245;Gm3417;Gm3448;Tcte3;Tctex2
chr17	15178522	15178523	-1	BC018245;Gm3417;Gm3448;Tcte3;Tctex2
chr11	116613480	116613481	1	BC018473
chr11	5906290	5906291	1	BC019819
chr17	30749603	30749604	-1	BC020276;Glo1
chr3	10390322	10390323	1	BC020394;Chmp4c
chr3	10366972	10366973	1	BC020394;Chmp4c
chr10	7400955	7400956	-1	BC020402
chr19	4059293	4059294	-1	BC021614
chr19	4059443	4059444	-1	BC021614
chr3	94471073	94471074	-1	BC021767
chr8	128434349	128434350	1	BC021891
chr12	114047185	114047186	1	BC022687
chr18	60598948	60598949	1	BC023105
chr1	180867240	180867241	1	BC023483
chr17	36248373	36248374	1	BC023719
chr15	75956985	75956986	-1	BC024139;Eppk1
chr15	75950624	75950625	-1	BC024139;Eppk1
chr7	148091962	148091963	1	BC024386
chr7	148091981	148091982	1	BC024386
chr7	148091940	148091941	1	BC024386
chr7	148091912	148091913	1	BC024386
chr2	71694820	71694821	1	BC024571;Itga6
chr2	71625139	71625140	1	BC024571;Itga6
chr2	71663565	71663566	1	BC024571;Itga6
chr2	71664779	71664780	1	BC024571;Itga6
chr7	27982141	27982142	1	BC024978
chr3	123211237	123211238	-1	BC025067;BC096391;Snhg8
chr15	75047025	75047026	1	BC025446
chr10	81069052	81069053	1	BC025920
chr10	81069627	81069628	1	BC025920
chr5	134618783	134618784	1	BC026208
chr1	159388712	159388713	1	BC026585
chr17	24591809	24591810	1	BC026600
chr17	72102224	72102225	-1	BC027072
chr11	109658496	109658497	1	BC027544
chr8	23796736	23796737	1	BC027664
chr14	79598996	79598997	-1	BC027670
chr2	84939413	84939414	1	BC027685
chr7	25867499	25867500	-1	BC027703
chr3	95695852	95695853	-1	BC028528
chr11	55328347	55328348	1	BC028808
chr2	25316613	25316614	-1	BC029214
chr2	155644938	155644939	-1	BC029722
chr10	127100895	127100896	1	BC029853
chr7	127821133	127821134	1	BC030336
chr7	127869633	127869634	1	BC030336
chr1	192268723	192268724	-1	BC030469
chr11	78107308	78107309	1	BC030499
chr8	61390551	61390552	1	BC030500
chr11	102110195	102110196	1	BC030867
chr8	67653435	67653436	-1	BC030870
chr18	75165553	75165554	1	BC031181
chr18	75165521	75165522	1	BC031181
chr16	38089345	38089346	-1	BC031361
chr12	17888711	17888712	1	BC031503
chr1	157079869	157079870	-1	BC034090
chr13	19428642	19428643	-1	BC034889;M34969;Tcrg
chr13	19403179	19403180	-1	BC034889;M34969;Tcrg
chr6	128841141	128841142	-1	BC035044
chr19	8893783	8893784	-1	BC035304;Ttc9c
chr19	8893759	8893760	-1	BC035304;Ttc9c
chr8	23590762	23590763	1	BC035532
chr1	78497739	78497740	-1	BC035947
chr1	78508732	78508733	-1	BC035947
chr5	138705279	138705280	-1	BC037034
chr5	138705260	138705261	-1	BC037034
chr5	88337803	88337804	1	BC037156
chr13	67209539	67209540	-1	BC038328;Rslcan18;Zfp708
chr13	67182480	67182481	-1	BC038328;Rslcan18;Zfp708
chr13	67199982	67199983	-1	BC038328;Rslcan18;Zfp708
chr14	64283284	64283285	1	BC038474
chr1	174259393	174259394	-1	BC038600;Kcnj9
chr1	174258258	174258259	-1	BC038600;Kcnj9
chr5	102194148	102194149	1	BC038906;Cds1
chr1	84961867	84961868	1	BC038927;Csprs;M55219
chr1	85210373	85210374	1	BC038927;Csprs;M55219
chr1	87432843	87432844	1	BC038927;Csprs;M55219
chr1	87435604	87435605	1	BC038927;Csprs;M55219
chr9	22064545	22064546	1	BC038929
chr1	72921438	72921439	-1	BC039192;Igfbp5
chr1	72908765	72908766	-1	BC039192;Igfbp5
chr2	145526930	145526931	1	BC039771
chr1	170267449	170267450	-1	BC039791
chr7	120512852	120512853	-1	BC039798;Btbd10
chr15	57859449	57859450	-1	BC039940
chr9	44990097	44990098	1	BC039997;BC049352
chr9	45003848	45003849	1	BC039997;BC049352
chr1	134565171	134565172	1	BC040754
chr7	120152627	120152628	1	BC042407
chr2	170019552	170019553	-1	BC042727
chrX	72818790	72818791	1	BC042783
chr7	107823601	107823602	1	BC044745
chr19	23150413	23150414	-1	BC044868
chr7	72726916	72726917	1	BC046251
chr5	140683338	140683339	1	BC046508
chr4	140954771	140954772	1	BC047062
chr11	8911139	8911140	-1	BC047460;Hus1
chr11	8911130	8911131	-1	BC047460;Hus1
chr12	3806220	3806221	-1	BC048080
chr17	32250373	32250374	1	BC048393
chr15	103278889	103278890	-1	BC048502
chr13	67964273	67964274	1	BC048507
chr15	54818417	54818418	-1	BC048519
chr6	128531623	128531624	-1	BC048546
chr6	128493413	128493414	-1	BC048546
chr10	41466526	41466527	1	BC048559
chr9	108338812	108338813	1	BC048562
chr13	37809516	37809517	-1	BC048601
chr15	35258289	35258290	-1	BC048602
chr19	6080037	6080038	1	BC048609
chr8	124431732	124431733	1	BC048644
chr6	90251263	90251264	1	BC048671
chr6	90252124	90252125	1	BC048671
chr7	88643215	88643216	-1	BC048679
chr3	63703294	63703295	-1	BC048720
chr8	87111526	87111527	-1	BC048761
chr3	10196655	10196656	1	BC048764
chr15	39994152	39994153	1	BC048765
chr15	84620383	84620384	-1	BC048859;Phf21b
chr15	84686558	84686559	-1	BC048859;Phf21b
chr15	84685528	84685529	-1	BC048859;Phf21b
chr7	116093851	116093852	1	BC049265;Tub
chr7	116094170	116094171	1	BC049265;Tub
chr7	116154393	116154394	1	BC049265;Tub
chr6	127728682	127728683	-1	BC049716;DQ565155
chr2	171078783	171078784	1	BC049717
chr7	25494277	25494278	1	BC049730
chr7	51516847	51516848	1	BC049735
chr11	51076452	51076453	-1	BC049762
chr11	51076547	51076548	-1	BC049762
chr8	86192365	86192366	-1	BC049805
chr14	21365794	21365795	-1	BC049860;Ppp3cb
chr1	133693971	133693972	1	BC049922;Pm20d1
chr2	27395948	27395949	1	BC050122
chr5	29895781	29895782	1	BC050184;Ube3c
chr8	44268475	44268476	1	BC050214;Triml2
chr8	44265894	44265895	1	BC050214;Triml2
chr9	66652143	66652144	-1	BC050972
chr7	116867284	116867285	-1	BC051019
chr7	116867363	116867364	-1	BC051019
chr3	116194725	116194726	-1	BC051062;Rtca
chr3	116196275	116196276	-1	BC051062;Rtca
chr17	34535764	34535765	1	BC051142
chr17	34554916	34554917	1	BC051142
chr3	130815007	130815008	-1	BC051212
chr7	117944974	117944975	-1	BC051516
chr4	120288442	120288443	1	BC051525
chr17	34225184	34225185	-1	BC051537
chr2	152452743	152452744	1	BC051552;Rem1
chr2	180954720	180954721	1	BC051628
chr13	60887724	60887725	-1	BC051665
chr2	115407451	115407452	1	BC052040
chr15	57972990	57972991	1	BC052634;Wdyhv1
chr13	61872939	61872940	1	BC052688
chr11	46385014	46385015	1	BC053393
chr9	66441763	66441764	-1	BC053974;Usp3
chr9	66440786	66440787	-1	BC053974;Usp3
chr18	66054408	66054409	-1	BC053977
chr6	72298451	72298452	-1	BC054353
chr2	166927029	166927030	-1	BC054394;Kcnb1
chr2	167014298	167014299	-1	BC054394;Kcnb1
chr2	167015603	167015604	-1	BC054394;Kcnb1
chr1	165924911	165924912	-1	BC055324
chr1	165920889	165920890	-1	BC055324
chr1	57271836	57271837	-1	BC055402
chr11	80022638	80022639	1	BC055823;Rhot1
chr11	80022556	80022557	1	BC055823;Rhot1
chr11	80063175	80063176	1	BC055823;Rhot1
chr2	175295485	175295486	1	BC056163
chr2	176131381	176131382	1	BC056163
chr2	176455230	176455231	1	BC056163
chr12	30213248	30213249	1	BC056457;Myt1l
chr12	30219769	30219770	1	BC056457;Myt1l
chr12	30511733	30511734	1	BC056457;Myt1l
chr12	30525101	30525102	1	BC056457;Myt1l
chr2	104521938	104521939	-1	BC057381;Tcp11l1
chr2	104552318	104552319	-1	BC057381;Tcp11l1
chr2	120289328	120289329	1	BC058197;Capn3;Ganc
chr2	120302644	120302645	1	BC058197;Capn3;Ganc
chr2	120281728	120281729	1	BC058197;Capn3;Ganc
chr2	120322550	120322551	1	BC058197;Capn3;Ganc
chr2	120276652	120276653	1	BC058197;Capn3;Ganc
chr2	120229631	120229632	1	BC058197;Capn3;Ganc
chr2	120231849	120231850	1	BC058197;Capn3;Ganc
chr11	106649951	106649952	1	BC058545;Cep95
chr2	74533585	74533586	1	BC060302
chr5	104954753	104954754	1	BC060616;D930016D06Rik
chr5	104952695	104952696	1	BC060616;D930016D06Rik
chr5	104969544	104969545	1	BC060616;D930016D06Rik
chr5	94499570	94499571	-1	BC061212
chr5	96165191	96165192	-1	BC061212
chr14	45119792	45119793	1	BC061237
chr18	90749216	90749217	1	BC062254
chr5	151409577	151409578	-1	BC062895
chr6	128943037	128943038	1	BC064078
chr14	43798738	43798739	-1	BC064103
chrX	133277495	133277496	1	BC065397
chr9	72257749	72257750	-1	BC065403
chr13	78310876	78310877	1	BC067033
chr13	114132755	114132756	1	BC067074
chr11	54542178	54542179	1	BC067249
chr12	4850108	4850109	1	BC068281
chr6	132391753	132391754	-1	BC069935
chr2	174997817	174997818	-1	BC071190
chrM	14069	14070	-1	BC071253
chr9	36823342	36823343	1	BC072643
chr13	30887094	30887095	-1	BC075635
chr11	119352548	119352549	-1	BC075659
chr15	99305160	99305161	-1	BC078455;Bcdin3d
chr5	64042131	64042132	-1	BC079612
chr7	56154176	56154177	1	BC079901
chr11	43230314	43230315	-1	BC079904
chr4	143157369	143157370	1	BC080695
chr5	94865965	94865966	-1	BC080696
chr9	56454499	56454500	1	BC082591
chr10	74814799	74814800	1	BC082775;Gm5779
chr5	144691272	144691273	1	BC083502;Pms2;Rsph10b
chr5	144670869	144670870	1	BC083502;Pms2;Rsph10b
chr7	29076152	29076153	-1	BC089491
chr10	127303531	127303532	1	BC089597
chr5	145529660	145529661	1	BC092382;Trrap
chr5	145565568	145565569	1	BC092382;Trrap
chr4	118293789	118293790	-1	BC094257;Cfap57
chr2	27298038	27298039	1	BC094334
chr18	34919261	34919262	-1	BC094408
chr10	126788827	126788828	-1	BC094452;Inhbe
chr8	129503337	129503338	-1	BC094642
chr1	175466087	175466088	-1	BC094916
chr1	38878059	38878060	-1	BC096025;Lonrf2
chr7	107696304	107696305	-1	BC096037
chr11	93984130	93984131	1	BC096410;Spag9
chr11	93857404	93857405	1	BC096410;Spag9
chr11	93905518	93905519	1	BC096410;Spag9
chr11	93874936	93874937	1	BC096410;Spag9
chr11	93954800	93954801	1	BC096410;Spag9
chr6	90666522	90666523	-1	BC096455;Iqsec1
chr6	90760116	90760117	-1	BC096455;Iqsec1
chr8	109817369	109817370	1	BC098488;Nfat5
chr8	109862407	109862408	1	BC098488;Nfat5
chr8	109882533	109882534	1	BC098488;Nfat5
chr16	95481308	95481309	-1	BC099513
chr13	104497712	104497713	-1	BC099526
chr6	38383782	38383783	-1	BC099561
chr18	5046586	5046587	1	BC099602;Svil
chr18	5114278	5114279	1	BC099602;Svil
chr18	4971087	4971088	1	BC099602;Svil
chr18	4920537	4920538	1	BC099602;Svil
chr4	119433849	119433850	1	BC099611;Hivep3;Krc
chr4	119487282	119487283	1	BC099611;Hivep3;Krc
chr4	119406388	119406389	1	BC099611;Hivep3;Krc
chr11	118203847	118203848	-1	BC100451
chr11	118203855	118203856	-1	BC100451
chr15	25262413	25262414	-1	BC100491
chr5	119977958	119977959	-1	BC100494
chr7	50771686	50771687	-1	BC100510
chr6	90549918	90549919	-1	BC100523
chr16	36367655	36367656	-1	BC100530
chr11	77277412	77277413	1	BC100532;Coro6
chr11	77277337	77277338	1	BC100532;Coro6
chr11	77275885	77275886	1	BC100532;Coro6
chr11	90048996	90048997	1	BC106170;Mmd
chr11	90110118	90110119	1	BC106170;Mmd
chr16	23225402	23225403	-1	BC106179
chr19	13951960	13951961	1	BC106814
chr19	13952199	13952200	1	BC106814
chr3	96256340	96256341	-1	BC107364
chr1	67297187	67297188	1	BC108272
chr1	85323305	85323306	1	BC108341
chr19	44470813	44470814	1	BC114417
chr12	113389559	113389560	1	BC115444;Kif26a
chr12	113384418	113384419	1	BC115444;Kif26a
chr2	172687930	172687931	1	BC116387
chr16	36334417	36334418	-1	BC117090
chr15	91736946	91736947	-1	BC119421
chr17	63036347	63036348	-1	BC125002
chr7	52490119	52490120	1	BC126883
chr11	74973186	74973187	-1	BC127131
chr11	74973456	74973457	-1	BC127131
chr1	173445713	173445714	1	BC145376
chr19	45839318	45839319	-1	BC147260;Mgea5
chr19	45857780	45857781	-1	BC147260;Mgea5
chr19	45858268	45858269	-1	BC147260;Mgea5
chr19	45833781	45833782	-1	BC147260;Mgea5
chr9	51882909	51882910	1	BC147413;Rdx
chr9	51856045	51856046	1	BC147413;Rdx
chr9	51855254	51855255	1	BC147413;Rdx
chr2	27813916	27813917	1	BC152372;Col5a1
chr2	27741944	27741945	1	BC152372;Col5a1
chr7	20355880	20355881	-1	Bcam
chr3	87804277	87804278	-1	Bcan
chr12	32319522	32319523	-1	Bcap29
chr12	32319461	32319462	-1	Bcap29
chrX	70961513	70961514	-1	Bcap31
chr8	114267748	114267749	-1	Bcar1
chr8	114256035	114256036	-1	Bcar1
chr8	114240513	114240514	-1	Bcar1
chr3	122122697	122122698	1	Bcar3
chr2	170253344	170253345	-1	Bcas1
chr2	170232347	170232348	-1	Bcas1
chr3	102975633	102975634	1	Bcas2
chr11	85166665	85166666	1	Bcas3
chr11	85168095	85168096	1	Bcas3
chr11	85454205	85454206	1	Bcas3
chr11	85615286	85615287	1	Bcas3
chr11	85627501	85627502	1	Bcas3
chr6	144997331	144997332	-1	Bcat1
chr6	145024676	145024677	-1	Bcat1
chr7	52825732	52825733	1	Bcat2
chr7	140901015	140901016	1	Bccip
chr3	73512336	73512337	-1	Bche
chr3	73506029	73506030	-1	Bche
chr7	26443779	26443780	-1	Bckdha
chr9	83842387	83842388	1	Bckdhb
chr9	83818758	83818759	1	Bckdhb
chr7	135047586	135047587	1	Bckdk
chr11	23978055	23978056	1	Bcl11a
chr11	23980694	23980695	1	Bcl11a
chr12	109241623	109241624	-1	Bcl11b
chr1	108610866	108610867	-1	Bcl2
chr9	88851757	88851758	1	Bcl2a1a
chr9	89094110	89094111	1	Bcl2a1b
chr9	114239252	114239253	1	Bcl2a1c
chr9	88626687	88626688	-1	Bcl2a1d
chr2	152657417	152657418	-1	Bcl2l1
chr2	152656045	152656046	-1	Bcl2l1
chr2	152656367	152656368	-1	Bcl2l1
chr2	152655725	152655726	-1	Bcl2l1
chr9	75195564	75195565	1	Bcl2l10
chr2	127951773	127951774	1	Bcl2l11
chr2	127953310	127953311	1	Bcl2l11
chr7	52253012	52253013	-1	Bcl2l12
chr7	52254081	52254082	-1	Bcl2l12
chr6	120786247	120786248	1	Bcl2l13
chr6	120820783	120820784	1	Bcl2l13
chr6	134346346	134346347	1	Bcl2l14
chr6	134364482	134364483	1	Bcl2l14
chr3	103636618	103636619	1	Bcl2l15
chr14	55502261	55502262	1	Bcl2l2
chr14	55502633	55502634	1	Bcl2l2
chr7	20408103	20408104	-1	Bcl3
chr7	20396482	20396483	-1	Bcl3
chr16	23988697	23988698	-1	Bcl6
chr11	70043299	70043300	-1	Bcl6b
chr5	123794456	123794457	1	Bcl7a
chr5	135644241	135644242	1	Bcl7b
chr7	134852279	134852280	-1	Bcl7c
chr3	97020547	97020548	-1	Bcl9
chr3	97031286	97031287	-1	Bcl9
chr9	44307218	44307219	1	Bcl9l
chr9	44291195	44291196	1	Bcl9l
chr9	44295329	44295330	1	Bcl9l
chr10	20032274	20032275	1	Bclaf1
chr10	20042774	20042775	1	Bclaf1
chr9	50363242	50363243	-1	Bco2
chrX	11657678	11657679	-1	Bcor
chrX	11737480	11737481	-1	Bcor
chrX	45694534	45694535	1	Bcorl1
chr10	74523640	74523641	1	Bcr
chr10	74636715	74636716	1	Bcr
chr1	74634934	74634935	1	Bcs1l
chr1	74634947	74634948	1	Bcs1l
chr16	31428838	31428839	1	Bdh1
chr16	31422382	31422383	1	Bdh1
chr16	31429488	31429489	1	Bdh1
chr3	134944184	134944185	1	Bdh2
chr12	106842300	106842301	1	Bdkrb1
chr12	106801381	106801382	1	Bdkrb2
chr2	109533719	109533720	1	Bdnf
chr2	109532592	109532593	1	Bdnf
chr2	109514856	109514857	1	Bdnf
chr2	109516053	109516054	1	Bdnf
chr2	109534565	109534566	1	Bdnf
chr2	109517188	109517189	1	Bdnf
chr2	109549539	109549540	1	Bdnf
chr2	109533183	109533184	1	Bdnf
chr13	100874024	100874025	-1	Bdp1
chr13	100826294	100826295	-1	Bdp1
chr13	100812239	100812240	-1	Bdp1
chr8	106694412	106694413	1	Bean1
chr11	101163580	101163581	-1	Becn1
chr12	110306426	110306427	-1	Begain
chr10	43198945	43198946	1	Bend3
chr5	67819037	67819038	-1	Bend4
chr4	111087610	111087611	1	Bend5
chr1	33964465	33964466	-1	Bend6
chr1	33940686	33940687	-1	Bend6
chr2	4638876	4638877	1	Bend7
chr2	4670581	4670582	1	Bend7
chr19	10076122	10076123	-1	Best1
chr8	87538306	87538307	-1	Best2
chr6	4036926	4036927	-1	Bet1
chr7	148042281	148042282	-1	Bet1l
chrX	132750051	132750052	-1	Bex1
chrX	132602774	132602775	-1	Bex2
chrX	132673583	132673584	1	Bex4
chr16	32179885	32179886	1	Bex6
chr2	143688908	143688909	-1	Bfsp1
chr9	103382657	103382658	-1	Bfsp2
chr9	103351425	103351426	-1	Bfsp2
chr3	88182620	88182621	-1	Bglap
chr3	88188385	88188386	-1	Bglap
chr3	88182620	88182621	-1	Bglap2;Bglap3
chrX	70728973	70728974	1	Bgn
chr5	144951154	144951155	1	Bhlha15
chr11	76485971	76485972	1	Bhlha9
chrX	132420389	132420390	1	Bhlhb9;Gprasp2
chrX	132374931	132374932	1	Bhlhb9;Gprasp2
chrX	132373572	132373573	1	Bhlhb9;Gprasp2
chr3	17954324	17954325	1	Bhlhe22
chr2	180511604	180511605	-1	Bhlhe23
chr6	108610622	108610623	1	Bhlhe40
chr6	145813859	145813860	-1	Bhlhe41
chr13	94407712	94407713	-1	Bhmt
chr13	94444256	94444257	-1	Bhmt2
chr10	70622381	70622382	-1	Bicc1
chr10	70609607	70609608	-1	Bicc1
chr10	70411236	70411237	-1	Bicc1
chr13	49436917	49436918	1	Bicd2
chr6	120866837	120866838	-1	Bid
chr15	83357291	83357292	1	Bik
chr18	32536870	32536871	1	Bin1
chr14	70499951	70499952	1	Bin3
chr9	7835254	7835255	-1	Birc2
chr9	7873169	7873170	-1	Birc3
chr9	7873126	7873127	-1	Birc3
chr9	7851546	7851547	-1	Birc3
chr11	117710550	117710551	1	Birc5
chr17	74927634	74927635	1	Birc6
chr17	75010687	75010688	1	Birc6
chr17	74997378	74997379	1	Birc6
chr17	75010334	75010335	1	Birc6
chr17	75096695	75096696	1	Birc6
chr2	180663727	180663728	1	Birc7
chr1	44176812	44176813	1	Bivm
chr1	44176028	44176029	1	Bivm
chr1	44176006	44176007	1	Bivm
chr2	157392096	157392097	-1	Blcap
chr14	64036023	64036024	-1	Blk
chr7	87679883	87679884	-1	Blm
chr7	87680004	87680005	-1	Blm
chr11	76759157	76759158	1	Blmh
chr19	41069024	41069025	-1	Blnk
chr19	41034351	41034352	-1	Blnk
chr10	128360579	128360580	-1	Bloc1s1
chr19	44220935	44220936	-1	Bloc1s2
chr7	20093679	20093680	-1	Bloc1s3
chr2	126896392	126896393	1	Blvra
chr2	126906253	126906254	1	Blvra
chr7	28232996	28232997	1	Blvrb
chr1	166237614	166237615	-1	Blzf1
chr2	118375413	118375414	-1	Bmf
chr2	118373295	118373296	-1	Bmf
chr2	18598644	18598645	1	Bmi1
chr2	18602000	18602001	1	Bmi1
chrX	146660561	146660562	-1	Bmi1
chr14	70920066	70920067	-1	Bmp1
chr6	87378995	87378996	1	Bmp10
chrX	5897840	5897841	-1	Bmp15
chr2	133378934	133378935	1	Bmp2
chr5	97426707	97426708	1	Bmp2k
chr5	99283457	99283458	1	Bmp3
chr14	47010273	47010274	-1	Bmp4
chr9	75623171	75623172	1	Bmp5
chr13	38437584	38437585	1	Bmp6
chr2	172765793	172765794	-1	Bmp7
chr4	123020045	123020046	-1	Bmp8a
chr4	122782407	122782408	1	Bmp8b
chr4	122796936	122796937	1	Bmp8b
chr9	23027519	23027520	1	Bmper
chr14	35315731	35315732	-1	Bmpr1a
chr14	35273797	35273798	-1	Bmpr1a
chr3	141645214	141645215	-1	Bmpr1b
chr3	141832181	141832182	-1	Bmpr1b
chr3	141594486	141594487	-1	Bmpr1b
chr6	118369434	118369435	-1	Bms1
chrX	160696124	160696125	-1	Bmx
chr2	25562398	25562399	1	Bmyc
chr7	89137184	89137185	-1	Bnc1
chr4	84320989	84320990	-1	Bnc2
chr4	84192308	84192309	-1	Bnc2
chr17	26918023	26918024	1	Bnip1
chr9	69837307	69837308	1	Bnip2
chr9	69843227	69843228	1	Bnip2
chr7	146101188	146101189	-1	Bnip3
chr14	67627713	67627714	-1	Bnip3l
chr3	95055114	95055115	-1	Bnipl
chr16	44558982	44558983	-1	Boc
chr11	31571861	31571862	-1	Bod1
chr5	42235553	42235554	-1	Bod1l
chr5	42213398	42213399	-1	Bod1l
chr1	95582270	95582271	1	Bok
chr3	96001508	96001509	-1	Bola1
chr7	133839513	133839514	1	Bola2
chr6	83299477	83299478	1	Bola3
chr1	55419550	55419551	-1	Boll
chr1	55420312	55420313	-1	Boll
chr6	34426355	34426356	1	Bpgm
chr13	34129509	34129510	1	Bphl
chr2	158083976	158083977	1	Bpi
chr1	187156037	187156038	1	Bpnt1
chr6	39675461	39675462	-1	Braf
chr6	39638343	39638344	-1	Braf
chr6	39593215	39593216	-1	Braf
chr5	122110594	122110595	1	Brap
chr11	101413268	101413269	-1	Brca1
chr11	101369540	101369541	-1	Brca1
chr5	151325197	151325198	1	Brca2
chr5	151325204	151325205	1	Brca2
chrX	72661966	72661967	1	Brcc3
chrX	72680803	72680804	1	Brcc3
chr15	88564648	88564649	-1	Brd1
chr15	88543357	88543358	-1	Brd1
chr17	34257327	34257328	-1	Brd2
chr17	34258691	34258692	-1	Brd2
chr17	34259240	34259241	-1	Brd2
chr2	27331192	27331193	-1	Brd3;Mir7578
chr2	27330917	27330918	-1	Brd3;Mir7578
chr2	27363181	27363182	-1	Brd3;Mir7578
chr2	27319712	27319713	-1	Brd3;Mir7578
chr17	32421067	32421068	-1	Brd4
chr17	32421665	32421666	-1	Brd4
chr8	90886089	90886090	-1	Brd7
chr8	90859385	90859386	-1	Brd7
chr18	34784463	34784464	-1	Brd8
chr13	74075285	74075286	1	Brd9
chr13	74081343	74081344	1	Brd9
chr5	107760212	107760213	1	Brdt
chr5	32000422	32000423	1	Bre
chr5	32033329	32033330	1	Bre
chr12	114238831	114238832	-1	Brf1
chr8	28239103	28239104	-1	Brf2
chr5	145016093	145016094	1	Bri3
chr5	145005305	145005306	1	Bri3
chr5	125921937	125921938	1	Bri3bp
chr11	86014694	86014695	-1	Brip1
chr15	10415691	10415692	-1	Brix1
chr12	56937352	56937353	1	Brms1l
chr12	56962376	56962377	1	Brms1l
chr6	113257190	113257191	1	Brpf1
chr6	113257130	113257131	1	Brpf1
chr6	113264584	113264585	1	Brpf1
chr17	28938070	28938071	1	Brpf3
chr17	28942873	28942874	1	Brpf3
chr17	28947457	28947458	1	Brpf3
chr17	28960643	28960644	1	Brpf3
chrX	54296250	54296251	1	Brs3
chr7	4642529	4642530	1	Brsk1
chr7	149135655	149135656	1	Brsk2;Mir3104
chr7	149167441	149167442	1	Brsk2;Mir3104
chr16	96304034	96304035	-1	Brwd1
chr16	96231114	96231115	-1	Brwd1
chrX	106029693	106029694	-1	Brwd3
chr19	8911956	8911957	1	Bscl2
chr19	8913817	8913818	1	Bscl2
chr19	8915019	8915020	1	Bscl2
