gene_name	geneSymbol	chrom
Arhgap12	Arhgap12	chr18
Arhgap15	Arhgap15	chr2
Arhgap17	Arhgap17	chr7
Arhgap18	Arhgap18	chr10
Arhgap19	Arhgap19	chr19
Arhgap20	Arhgap20	chr9
Arhgap21	Arhgap21	chr2
Arhgap22	Arhgap22	chr14
Arhgap23	Arhgap23	chr11
Arhgap24	Arhgap24	chr5
Arhgap25;mKIAA0053	Arhgap25	chr6
Arhgap25;mKIAA0053	mKIAA0053	chr6
Arhgap26;mKIAA0621	Arhgap26	chr18
Arhgap26;mKIAA0621	mKIAA0621	chr18
Arhgap27	Arhgap27	chr11
Arhgap28	Arhgap28	chr17
Arhgap29	Arhgap29	chr3
Arhgap30	Arhgap30	chr1
Arhgap31;Cdgap	Arhgap31	chr16
Arhgap31;Cdgap	Cdgap	chr16
Arhgap32	Arhgap32	chr9
Arhgap33	Arhgap33	chr7
Arhgap36	Arhgap36	chrX
Arhgap39	Arhgap39	chr15
Arhgap4	Arhgap4	chrX
Arhgap40	Arhgap40	chr2
Arhgap42	Arhgap42	chr9
Arhgap44;Rich2	Arhgap44	chr11
Arhgap44;Rich2	Rich2	chr11
Arhgap5	Arhgap5	chr12
Arhgap6	Arhgap6	chrX
Arhgap8	Arhgap8	chr15
Arhgap9	Arhgap9	chr10
Arhgdia	Arhgdia	chr11
Arhgdib	Arhgdib	chr6
Arhgdig	Arhgdig	chr17
Arhgef10l	Arhgef10l	chr4
Arhgef10;mKIAA0294	Arhgef10	chr8
Arhgef10;mKIAA0294	mKIAA0294	chr8
Arhgef11	Arhgef11	chr3
Arhgef12	Arhgef12	chr9
Arhgef15	Arhgef15	chr11
Arhgef16	Arhgef16	chr4
Arhgef17;Mir3102	Arhgef17	chr7
Arhgef17;Mir3102	Mir3102	chr7
Arhgef18	Arhgef18	chr8
Arhgef19	Arhgef19	chr4
Arhgef1;mFLJ00369	Arhgef1	chr7
Arhgef1;mFLJ00369	mFLJ00369	chr7
Arhgef25	Arhgef25	chr10
Arhgef26	Arhgef26	chr3
Arhgef2;mKIAA0651	Arhgef2	chr3
Arhgef2;mKIAA0651	mKIAA0651	chr3
Arhgef33	Arhgef33	chr17
Arhgef37	Arhgef37	chr18
Arhgef38	Arhgef38	chr3
Arhgef40;mFLJ00128	Arhgef40	chr14
Arhgef40;mFLJ00128	mFLJ00128	chr14
Arhgef5	Arhgef5	chr6
Arhgef6	Arhgef6	chrX
Arhgef7	Arhgef7	chr8
Arhgef9	Arhgef9	chrX
Ari2;Arih2	Ari2	chr9
Ari2;Arih2	Arih2	chr9
Arid1a	Arid1a	chr4
Arid1b	Arid1b	chr17
Arid2	Arid2	chr15
Arid3a	Arid3a	chr10
Arid3b	Arid3b	chr9
Arid3c	Arid3c	chr4
Arid4a	Arid4a	chr12
Arid4b	Arid4b	chr13
Arid5a	Arid5a	chr1
Arid5b	Arid5b	chr10
Arip2;Cox16;Synj2bp	Arip2	chr12
Arip2;Cox16;Synj2bp	Cox16	chr12
Arip2;Cox16;Synj2bp	Synj2bp	chr12
Arkadia;Rnf111	Arkadia	chr9
Arkadia;Rnf111	Rnf111	chr9
Arl1	Arl1	chr10
Arl10	Arl10	chr13
Arl11	Arl11	chr14
Arl13a	Arl13a	chrX
Arl13b	Arl13b	chr16
Arl14	Arl14	chr3
Arl15	Arl15	chr13
Arl16	Arl16	chr11
Arl2	Arl2	chr19
Arl2bp	Arl2bp	chr8
Arl3	Arl3	chr19
Arl4a	Arl4a	chr12
Arl4c	Arl4c	chr1
Arl4d	Arl4d	chr11
Arl5a	Arl5a	chr2
Arl5b	Arl5b	chr2
Arl5c	Arl5c	chr11
Arl6	Arl6	chr16
Arl6ip1	Arl6ip1	chr7
Arl6ip4	Arl6ip4	chr5
Arl6ip5	Arl6ip5	chr6
Arl6ip6	Arl6ip6	chr2
Arl8a	Arl8a	chr1
Arl8b	Arl8b	chr6
Arl9	Arl9	chr5
Armc1	Armc1	chr3
Armc10	Armc10	chr5
Armc2	Armc2	chr10
Armc3	Armc3	chr2
Armc4	Armc4	chr18
Armc5	Armc5	chr7
Armc6	Armc6	chr8
Armc7	Armc7	chr11
Armc8	Armc8	chr9
Armc9	Armc9	chr1
Armcx1	Armcx1	chrX
Armcx2;mKIAA0512	Armcx2	chrX
Armcx2;mKIAA0512	mKIAA0512	chrX
Armcx3	Armcx3	chrX
Armcx4	Armcx4	chrX
Armcx6	Armcx6	chrX
Arnt2	Arnt2	chr7
Arntl2	Arntl2	chr6
Arntl;bmal1b	Arntl	chr7
Arntl;bmal1b	bmal1b	chr7
Arnt;mKIAA4051	Arnt	chr3
Arnt;mKIAA4051	mKIAA4051	chr3
Arpc1a;Sid329	Arpc1a	chr5
Arpc1a;Sid329	Sid329	chr5
Arpc1b	Arpc1b	chr5
Arpc2	Arpc2	chr1
Arpc3	Arpc3	chr5
Arpc4;Ttll3	Arpc4	chr6
Arpc4;Ttll3	Ttll3	chr6
Arpc5	Arpc5	chr1
Arpc5l	Arpc5l	chr2
Arpm1	Arpm1	chr3
Arpp19	Arpp19	chr9
Arpp21	Arpp21	chr9
Arr3	Arr3	chrX
Arrb1	Arrb1	chr7
Arrb2	Arrb2	chr11
Arrdc1	Arrdc1	chr2
Arrdc2	Arrdc2	chr8
Arrdc3;mKIAA1376	Arrdc3	chr13
Arrdc3;mKIAA1376	mKIAA1376	chr13
Arrdc4	Arrdc4	chr7
Arrdc5	Arrdc5	chr17
Arsa	Arsa	chr15
Arsb	Arsb	chr13
Arsg	Arsg	chr11
Arsi	Arsi	chr18
Arsj	Arsj	chr3
Arsk	Arsk	chr13
Art1	Art1	chr7
Art2a;Art2b	Art2a	chr7
Art2a;Art2b	Art2b	chr7
art3;Art3	art3	chr5
art3;Art3	Art3	chr5
Art4	Art4	chr6
Art5	Art5	chr7
Artn	Artn	chr4
Arv1	Arv1	chr8
Arvcf	Arvcf	chr16
Arx	Arx	chrX
As3mt;Cyt19	As3mt	chr19
As3mt;Cyt19	Cyt19	chr19
Asah1	Asah1	chr8
Asah2	Asah2	chr19
Asap1;Shag1	Asap1	chr15
Asap1;Shag1	Shag1	chr15
Asap2	Asap2	chr12
Asap3	Asap3	chr4
Asb10	Asb10	chr5
Asb11	Asb11	chrX
Asb12	Asb12	chrX
Asb13	Asb13	chr13
Asb14	Asb14	chr14
Asb15	Asb15	chr6
Asb16	Asb16	chr11
Asb17	Asb17	chr3
Asb18	Asb18	chr1
Asb1;mKIAA1146	Asb1	chr1
Asb1;mKIAA1146	mKIAA1146	chr1
Asb2	Asb2	chr12
Asb3	Asb3	chr11
Asb4	Asb4	chr6
Asb5	Asb5	chr8
Asb6	Asb6	chr2
Asb7	Asb7	chr7
Asb8	Asb8	chr15
Asb9	Asb9	chrX
Ascc1	Ascc1	chr10
Ascc2	Ascc2	chr11
Ascc3	Ascc3	chr10
Ascl1	Ascl1	chr10
Ascl2	Ascl2	chr7
Ascl3	Ascl3	chr7
Asf1a	Asf1a	chr10
Asf1b	Asf1b	chr8
Asgr1	Asgr1	chr11
Asgr2	Asgr2	chr11
Ash1l	Ash1l	chr3
Ash2l	Ash2l	chr8
ASK2;Map3k6	ASK2	chr4
ASK2;Map3k6	Map3k6	chr4
Asl	Asl	chr5
Asna1	Asna1	chr8
Asns	Asns	chr6
Asnsd1	Asnsd1	chr1
asp3;Mxra8	asp3	chr4
asp3;Mxra8	Mxra8	chr4
Aspa	Aspa	chr11
Asp;Aspm	Asp	chr1
Asp;Aspm	Aspm	chr1
Aspax1	Aspax1	chr2
Aspdh	Aspdh	chr7
Aspg	Aspg	chr12
Asph	Asph	chr4
Asphd1	Asphd1	chr7
Asphd2	Asphd2	chr5
Aspn	Aspn	chr13
Asprv1	Asprv1	chr6
Aspscr1	Aspscr1	chr11
Asrgl1	Asrgl1	chr19
Ass1	Ass1	chr10
Ass1	Ass1	chr2
Aste1	Aste1	chr9
Astl	Astl	chr2
Astn1	Astn1	chr1
Astn2;mKIAA0634	Astn2	chr4
Astn2;mKIAA0634	mKIAA0634	chr4
Asxl1	Asxl1	chr2
Asxl2	Asxl2	chr12
Asxl3	Asxl3	chr18
Asz1	Asz1	chr6
Atad1	Atad1	chr19
Atad2	Atad2	chr15
Atad2b	Atad2b	chr12
Atad5	Atad5	chr11
Atcay	Atcay	chr10
Ate1	Ate1	chr7
Atf1	Atf1	chr15
Atf2	Atf2	chr2
Atf3	Atf3	chr1
Atf4	Atf4	chr15
Atf5	Atf5	chr7
Atf6	Atf6	chr1
Atf6b	Atf6b	chr17
Atf7ip	Atf7ip	chr6
Atf7ip2	Atf7ip2	chr16
Atf7;Npff	Atf7	chr15
Atf7;Npff	Npff	chr15
Atg10	Atg10	chr13
Atg12	Atg12	chr18
Atg13	Atg13	chr2
Atg14	Atg14	chr14
Atg16l2	Atg16l2	chr7
Atg2a;mKIAA0404	Atg2a	chr19
Atg2a;mKIAA0404	mKIAA0404	chr19
Atg2b	Atg2b	chr12
Atg3	Atg3	chr16
Atg4a	Atg4a	chrX
Atg4b	Atg4b	chr1
Atg4c	Atg4c	chr4
Atg4d	Atg4d	chr9
Atg5	Atg5	chr10
Atg7	Atg7	chr6
Atg9;Atg9a	Atg9	chr1
Atg9;Atg9a	Atg9a	chr1
Atg9b	Atg9b	chr5
Athl1	Athl1	chr7
Atic	Atic	chr1
Atl1	Atl1	chr12
Atl2	Atl2	chr17
Atl3	Atl3	chr19
Atm	Atm	chr9
Atmin	Atmin	chr8
Atn1;Grcc10	Atn1	chr6
Atn1;Grcc10	Grcc10	chr6
Atoh1	Atoh1	chr6
Atoh8;okadin type I	Atoh8	chr6
Atoh8;okadin type I	okadin type I	chr6
Atox1	Atox1	chr11
Atp10a	Atp10a	chr7
Atp10b	Atp10b	chr11
Atp10d	Atp10d	chr5
Atp11a	Atp11a	chr8
Atp11b	Atp11b	chr3
Atp11c	Atp11c	chrX
Atp12a	Atp12a	chr14
Atp13a1	Atp13a1	chr8
Atp13a2	Atp13a2	chr4
Atp13a3	Atp13a3	chr16
Atp13a4	Atp13a4	chr16
Atp13a5	Atp13a5	chr16
Atp1a1	Atp1a1	chr3
Atp1a2	Atp1a2	chr1
Atp1a3	Atp1a3	chr7
Atp1a4	Atp1a4	chr1
Atp1b1	Atp1b1	chr1
Atp1b2	Atp1b2	chr11
Atp1b3	Atp1b3	chr9
Atp1b4	Atp1b4	chrX
Atp2a1	Atp2a1	chr7
Atp2a2	Atp2a2	chr5
Atp2a3	Atp2a3	chr11
Atp2b1	Atp2b1	chr10
Atp2b2;PMCA2	Atp2b2	chr6
Atp2b2;PMCA2	PMCA2	chr6
Atp2b3	Atp2b3	chrX
Atp2b4	Atp2b4	chr1
Atp2c2	Atp2c2	chr8
Atp4a	Atp4a	chr7
Atp4b	Atp4b	chr8
Atp5a1	Atp5a1	chr18
Atp5b	Atp5b	chr10
Atp5c1	Atp5c1	chr2
Atp5d	Atp5d	chr10
Atp5e	Atp5e	chr2
Atp5f1	Atp5f1	chr3
Atp5g1	Atp5g1	chr11
Atp5g2	Atp5g2	chr15
Atp5g3	Atp5g3	chr2
Atp5h	Atp5h	chr11
Atp5j	Atp5j	chr16
Atp5k	Atp5k	chr5
Atp5l	Atp5l	chr9
Atp5o	Atp5o	chr16
Atp5s	Atp5s	chr12
Atp5sl	Atp5sl	chr7
Atp6ap1	Atp6ap1	chrX
Atp6ap1l	Atp6ap1l	chr13
Atp6ap2	Atp6ap2	chrX
Atp6c2;Atp6v1c2	Atp6c2	chr12
Atp6c2;Atp6v1c2	Atp6v1c2	chr12
Atp6v0a1	Atp6v0a1	chr11
Atp6v0a2	Atp6v0a2	chr5
Atp6v0a4;D630045J12Rik;mKIAA1549	Atp6v0a4	chr6
Atp6v0a4;D630045J12Rik;mKIAA1549	D630045J12Rik	chr6
Atp6v0a4;D630045J12Rik;mKIAA1549	mKIAA1549	chr6
Atp6v0b	Atp6v0b	chr4
Atp6v0c	Atp6v0c	chr17
Atp6v0c	Atp6v0c	chr6
Atp6v0d1	Atp6v0d1	chr8
Atp6v0d2	Atp6v0d2	chr4
Atp6v0e	Atp6v0e	chr17
Atp6v0e2	Atp6v0e2	chr6
Atp6v1a;BC050135	Atp6v1a	chr16
Atp6v1a;BC050135	BC050135	chr16
Atp6v1b1	Atp6v1b1	chr6
Atp6v1b2	Atp6v1b2	chr8
Atp6v1c1	Atp6v1c1	chr15
Atp6v1d	Atp6v1d	chr12
Atp6v1e1	Atp6v1e1	chr6
Atp6v1e2	Atp6v1e2	chr17
Atp6v1f	Atp6v1f	chr6
Atp6v1g1	Atp6v1g1	chr4
Atp6v1g2;BC025190	Atp6v1g2	chr17
Atp6v1g2;BC025190	BC025190	chr17
Atp6v1g3	Atp6v1g3	chr1
Atp6v1h	Atp6v1h	chr1
Atp7a	Atp7a	chrX
Atp7b	Atp7b	chr8
Atp8a1	Atp8a1	chr5
Atp8a2	Atp8a2	chr14
Atp8b1	Atp8b1	chr18
Atp8b2	Atp8b2	chr3
Atp8b3	Atp8b3	chr10
Atp8b4	Atp8b4	chr2
Atp8b5	Atp8b5	chr4
Atp9a	Atp9a	chr2
Atp9b;MMR	Atp9b	chr18
Atp9b;MMR	MMR	chr18
Atpaf1	Atpaf1	chr4
Atpaf2	Atpaf2	chr11
Atpase6	Atpase6	chr1
Atpase6	Atpase6	chrM
Atpbd4	Atpbd4	chr2
Atpif1	Atpif1	chr4
Atr;mKIAA4069	Atr	chr9
Atr;mKIAA4069	mKIAA4069	chr9
Atrn	Atrn	chr2
Atrnl1	Atrnl1	chr19
Atrx	Atrx	chrX
Atxn1	Atxn1	chr13
Atxn10	Atxn10	chr15
Atxn1l	Atxn1l	chr8
Atxn2	Atxn2	chr5
Atxn2l	Atxn2l	chr7
Atxn3	Atxn3	chr12
Atxn7	Atxn7	chr14
Atxn7l1	Atxn7l1	chr12
Atxn7l2	Atxn7l2	chr3
Atxn7l3	Atxn7l3	chr11
Atxn7l3b	Atxn7l3b	chr10
AU015228	AU015228	chr2
AU015836	AU015836	chrX
AU018091	AU018091	chr7
AU018829	AU018829	chr5
AU019823	AU019823	chr9
AU019990	AU019990	chr2
AU021034	AU021034	chr14
AU021092	AU021092	chr16
AU022252	AU022252	chr4
AU022751	AU022751	chrX
AU023871	AU023871	chr17
AU040320	AU040320	chr4
AU041133	AU041133	chr10
Auh	Auh	chr13
Aup1	Aup1	chr6
Aurka	Aurka	chr2
Aurkaip1	Aurkaip1	chr4
Aurkb	Aurkb	chr11
Aurkc	Aurkc	chr7
Auts2	Auts2	chr5
AV249152	AV249152	chr11
AV320801	AV320801	chrX
Aven	Aven	chr2
Avil	Avil	chr10
Avl9;mKIAA0241	Avl9	chr6
Avl9;mKIAA0241	mKIAA0241	chr6
Avp	Avp	chr2
Avpi1	Avpi1	chr19
Avpr1a	Avpr1a	chr10
Avpr1b	Avpr1b	chr1
Avpr2	Avpr2	chrX
AW112010	AW112010	chr19
AW146020;Tcf9	AW146020	chr6
AW146020;Tcf9	Tcf9	chr6
AW146154	AW146154	chr7
AW209491	AW209491	chr13
AW549877	AW549877	chr15
AW551984	AW551984	chr9
AW554918;Kiaa1328	AW554918	chr18
AW554918;Kiaa1328	Kiaa1328	chr18
AW555464	AW555464	chr12
Awat1	Awat1	chrX
Awat2	Awat2	chrX
Awp1;Zfand6	Awp1	chr7
Awp1;Zfand6	Zfand6	chr7
Axin1	Axin1	chr17
Axin2	Axin2	chr11
Axl	Axl	chr7
AY026312	AY026312	chr16
AY074887	AY074887	chr9
AY096003;Mir155	AY096003	chr16
AY096003;Mir155	Mir155	chr16
AY139115	AY139115	chr14
AY358078	AY358078	chr14
AY512908	AY512908	chr12
AY512909	AY512909	chrX
AY512912	AY512912	chr4
AY512915	AY512915	chr6
AY512917	AY512917	chr7
AY512931	AY512931	chr8
AY512943	AY512943	chr3
AY761184	AY761184	chr8
AY761185	AY761185	chr8
Aym1	Aym1	chr5
AZ2;Azi2	AZ2	chr9
AZ2;Azi2	Azi2	chr9
Azgp1	Azgp1	chr5
Azi1	Azi1	chr11
Azin1	Azin1	chr15
B020004J07Rik	B020004J07Rik	chr4
B020018G12Rik	B020018G12Rik	chr1
B130006D01Rik	B130006D01Rik	chr11
B144;Lst1	B144	chr17
B144;Lst1	Lst1	chr17
B230118H07Rik;Rag1	B230118H07Rik	chr2
B230118H07Rik;Rag1	Rag1	chr2
B230120H23Rik	B230120H23Rik	chr2
B230206F22Rik	B230206F22Rik	chrX
B230206H07Rik	B230206H07Rik	chr7
B230208H17Rik;Parf	B230208H17Rik	chr2
B230208H17Rik;Parf	Parf	chr2
B230217C12Rik	B230217C12Rik	chr11
B230219D22Rik	B230219D22Rik	chr13
B230312A22Rik;mKIAA1539	B230312A22Rik	chr4
B230312A22Rik;mKIAA1539	mKIAA1539	chr4
B230315N10Rik;Zfp938	B230315N10Rik	chr10
B230315N10Rik;Zfp938	Zfp938	chr10
B230319C09Rik	B230319C09Rik	chr6
B230339M05Rik;Ralgapb	B230339M05Rik	chr2
B230339M05Rik;Ralgapb	Ralgapb	chr2
B2m;BC002288	B2m	chr2
B2m;BC002288	BC002288	chr2
B330016D10Rik	B330016D10Rik	chr4
B3galnt1	B3galnt1	chr3
B3galnt2;beta3GalNAcT2	B3galnt2	chr13
B3galnt2;beta3GalNAcT2	beta3GalNAcT2	chr13
B3galt1	B3galt1	chr2
B3galt2	B3galt2	chr1
B3galt4	B3galt4	chr17
B3galt5	B3galt5	chr16
B3galt6	B3galt6	chr4
B3galtl	B3galtl	chr5
B3gat1	B3gat1	chr9
B3gat2	B3gat2	chr1
B3gat3	B3gat3	chr19
B3gnt1;Brms1	B3gnt1	chr19
B3gnt1;Brms1	Brms1	chr19
B3gnt2;Commd1	B3gnt2	chr11
B3gnt2;Commd1	Commd1	chr11
B3gnt3	B3gnt3	chr8
B3gnt4	B3gnt4	chr5
B3gnt5	B3gnt5	chr16
B3gnt6	B3gnt6	chr7
B3gnt7	B3gnt7	chr1
B3gnt8	B3gnt8	chr7
B3gnt9-ps	B3gnt9-ps	chr8
B3gntl1	B3gntl1	chr11
B430010I23Rik	B430010I23Rik	chr8
B430203M17Rik	B430203M17Rik	chr19
B430212C06Rik	B430212C06Rik	chr18
B430306N03Rik;Crkr	B430306N03Rik	chr17
B430306N03Rik;Crkr	Crkr	chr17
B430319G15Rik	B430319G15Rik	chr9
B4galnt1	B4galnt1	chr10
B4galnt2	B4galnt2	chr11
B4galnt3	B4galnt3	chr6
B4galnt4	B4galnt4	chr7
B4galt1	B4galt1	chr4
B4galt2;Ccdc24	B4galt2	chr4
B4galt2;Ccdc24	Ccdc24	chr4
B4galt3	B4galt3	chr1
B4galt4	B4galt4	chr16
B4galt5	B4galt5	chr2
B4galt6	B4galt6	chr18
B4galt7	B4galt7	chr13
B630005N14Rik	B630005N14Rik	chr6
B630019K06Rik	B630019K06Rik	chrX
B830017H08Rik	B830017H08Rik	chr16
B830028B13Rik;Fam196a	B830028B13Rik	chr7
B830028B13Rik;Fam196a	Fam196a	chr7
B930003M22Rik	B930003M22Rik	chr17
B930007M17Rik	B930007M17Rik	chr3
B930041F14Rik	B930041F14Rik	chr4
B930059L03Rik	B930059L03Rik	chr12
B9d1	B9d1	chr11
B9d2	B9d2	chr7
Baalc	Baalc	chr15
Baat	Baat	chr4
Bace2	Bace2	chr16
Bace;Bace1	Bace	chr9
Bace;Bace1	Bace1	chr9
Bach1	Bach1	chr16
Bach2	Bach2	chr4
Bad	Bad	chr19
Baff;Tnfsf13b	Baff	chr8
Baff;Tnfsf13b	Tnfsf13b	chr8
Bag1	Bag1	chr4
Bag2	Bag2	chr1
Bag3	Bag3	chr7
Bag4	Bag4	chr8
Bag5	Bag5	chr12
Bahcc1;KIAA1447	Bahcc1	chr11
Bahcc1;KIAA1447	KIAA1447	chr11
Bahd1	Bahd1	chr2
Bai1;mKIAA4089	Bai1	chr15
Bai1;mKIAA4089	mKIAA4089	chr15
Bai2	Bai2	chr4
Bai3	Bai3	chr1
Baiap2	Baiap2	chr11
Baiap2l1	Baiap2l1	chr5
Baiap2l2	Baiap2l2	chr15
Baiap3	Baiap3	chr17
Bak1	Bak1	chr17
Bambi	Bambi	chr18
Bambi-ps1	Bambi-ps1	chr2
Banf1	Banf1	chr19
Banf2	Banf2	chr2
Bank1	Bank1	chr3
Banp	Banp	chr8
Bap1	Bap1	chr14
Bara;Lin9	Bara	chr1
Bara;Lin9	Lin9	chr1
Bard1	Bard1	chr1
Barhl1	Barhl1	chr2
Barhl2	Barhl2	chr5
Barx1	Barx1	chr13
Barx2	Barx2	chr9
Basp1	Basp1	chr15
Bat1a;H2-Q6;H2-Q7;H2-Q9	Bat1a	chr17
Bat1a;H2-Q6;H2-Q7;H2-Q9	H2-Q6	chr17
Bat1a;H2-Q6;H2-Q7;H2-Q9	H2-Q7	chr17
Bat1a;H2-Q6;H2-Q7;H2-Q9	H2-Q9	chr17
Bat2d;Bat2l2;Prrc2c	Bat2d	chr1
Bat2d;Bat2l2;Prrc2c	Bat2l2	chr1
Bat2d;Bat2l2;Prrc2c	Prrc2c	chr1
Batf	Batf	chr12
Batf2	Batf2	chr19
Batf3	Batf3	chr1
Bax	Bax	chr7
Baz1a	Baz1a	chr12
Baz1b;Wbscr9	Baz1b	chr5
Baz1b;Wbscr9	Wbscr9	chr5
Baz2a;TIP5	Baz2a	chr10
Baz2a;TIP5	TIP5	chr10
Baz2b	Baz2b	chr2
BB014433	BB014433	chr8
BB019430	BB019430	chr10
BB031773	BB031773	chr4
BB123696	BB123696	chr13
BB287469	BB287469	chr12
Bbc3	Bbc3	chr7
Bbip1	Bbip1	chr19
Bbox1	Bbox1	chr2
Bbp;Tm2d1	Bbp	chr4
Bbp;Tm2d1	Tm2d1	chr4
Bbs1	Bbs1	chr19
Bbs10	Bbs10	chr10
Bbs12	Bbs12	chr3
Bbs2	Bbs2	chr8
Bbs4	Bbs4	chr9
Bbs5	Bbs5	chr2
Bbs7	Bbs7	chr3
Bbs9	Bbs9	chr9
Bbx;Hbp2	Bbx	chr16
Bbx;Hbp2	Hbp2	chr16
BC002163	BC002163	chr16
BC002221	BC002221	chr2
BC003266	BC003266	chr4
BC003331	BC003331	chr1
BC003348	BC003348	chr9
BC003965	BC003965	chr17
BC004004	BC004004	chr17
BC005537	BC005537	chr13
BC005561	BC005561	chr5
BC005561;Thoc2	BC005561	chrX
BC005561;Thoc2	Thoc2	chrX
BC005624	BC005624	chr2
BC005764	BC005764	chr10
BC006779	BC006779	chr2
BC006965	BC006965	chr11
BC013529	BC013529	chr10
BC013712	BC013712	chr4
BC014805	BC014805	chr19
BC015286;Ces2b	BC015286	chr8
BC015286;Ces2b	Ces2b	chr8
BC016423	BC016423	chr13
BC016495	BC016495	chr19
BC016548	BC016548	chr2
BC016579	BC016579	chr16
BC017158;Mir3103	BC017158	chr7
BC017158;Mir3103	Mir3103	chr7
BC017612;Fn5	BC017612	chr9
BC017612;Fn5	Fn5	chr9
BC017643	BC017643	chr11
BC018242;Lppr2	BC018242	chr9
BC018242;Lppr2	Lppr2	chr9
BC018465	BC018465	chr2
BC018473	BC018473	chr11
BC018507;mKIAA0947	BC018507	chr13
BC018507;mKIAA0947	mKIAA0947	chr13
BC019639	BC019639	chr5
BC019681	BC019681	chr12
BC019819	BC019819	chr11
BC019943	BC019943	chr8
BC020394;Chmp4c	BC020394	chr3
BC020394;Chmp4c	Chmp4c	chr3
BC020402	BC020402	chr10
BC020535	BC020535	chr2
BC021614	BC021614	chr19
BC021767	BC021767	chr3
BC021785;G630090E17Rik	BC021785	chr10
BC021785;G630090E17Rik	G630090E17Rik	chr10
BC021891	BC021891	chr8
BC022687	BC022687	chr12
BC023105	BC023105	chr18
BC023202	BC023202	chr12
BC023483	BC023483	chr1
BC023719	BC023719	chr17
BC023744;Vsig10	BC023744	chr5
BC023744;Vsig10	Vsig10	chr5
BC023814	BC023814	chr3
BC024139;Eppk1	BC024139	chr15
BC024139;Eppk1	Eppk1	chr15
BC024386	BC024386	chr7
BC024479	BC024479	chr9
BC024571	BC024571	chr2
BC024582	BC024582	chr4
BC024659	BC024659	chr13
BC024814	BC024814	chr16
BC024978	BC024978	chr7
BC025067;BC096391;Snora24	BC025067	chr3
BC025067;BC096391;Snora24	BC096391	chr3
BC025067;BC096391;Snora24	Snora24	chr3
BC025446	BC025446	chr15
BC025885	BC025885	chr11
BC025920	BC025920	chr10
BC026208	BC026208	chr5
BC026439	BC026439	chr15
BC026585	BC026585	chr1
BC026590	BC026590	chr4
BC026600	BC026600	chr17
BC026782;Cfhr2;Cfhrb_4/2	BC026782	chr1
BC026782;Cfhr2;Cfhrb_4/2	Cfhr2	chr1
BC026782;Cfhr2;Cfhrb_4/2	Cfhrb_4/2	chr1
BC027072	BC027072	chr17
BC027231	BC027231	chr16
BC027344;Zfp940	BC027344	chr7
BC027344;Zfp940	Zfp940	chr7
BC027544	BC027544	chr11
BC027576	BC027576	chr15
BC027664	BC027664	chr8
BC027670	BC027670	chr14
BC027685	BC027685	chr2
BC027696;Kbtbd2	BC027696	chr6
BC027696;Kbtbd2	Kbtbd2	chr6
BC027703	BC027703	chr7
BC028528	BC028528	chr3
BC028532	BC028532	chr15
BC028808	BC028808	chr11
BC028950	BC028950	chr4
BC029214	BC029214	chr2
BC029331;Diap1	BC029331	chr18
BC029331;Diap1	Diap1	chr18
BC029710	BC029710	chr1
BC029722	BC029722	chr2
BC029853	BC029853	chr10
BC030050	BC030050	chr18
BC030307;Gnn;Nt5dc3	BC030307	chr10
BC030307;Gnn;Nt5dc3	Gnn	chr10
BC030307;Gnn;Nt5dc3	Nt5dc3	chr10
BC030336	BC030336	chr7
BC030398	BC030398	chr8
BC030469	BC030469	chr1
BC030476	BC030476	chr15
BC030499;BC037104;BC048862;BC059191	BC030499	chr11
BC030499;BC037104;BC048862;BC059191	BC037104	chr11
BC030499;BC037104;BC048862;BC059191	BC048862	chr11
BC030499;BC037104;BC048862;BC059191	BC059191	chr11
BC030500	BC030500	chr8
BC030867	BC030867	chr11
BC030870	BC030870	chr8
BC031181	BC031181	chr18
BC031353	BC031353	chr9
BC031361	BC031361	chr16
BC031503	BC031503	chr12
BC031781	BC031781	chr1
BC032203	BC032203	chr17
BC033916	BC033916	chr17
BC034090	BC034090	chr1
BC034252;Guf1	BC034252	chr5
BC034252;Guf1	Guf1	chr5
BC035044	BC035044	chr6
BC035532	BC035532	chr8
BC035947	BC035947	chr1
BC037032	BC037032	chr15
BC037034	BC037034	chr5
BC037112;Fam193a	BC037112	chr5
BC037112;Fam193a	Fam193a	chr5
BC037156	BC037156	chr5
BC037369	BC037369	chr9
BC037703	BC037703	chr3
BC038073;Tulp1	BC038073	chr17
BC038073;Tulp1	Tulp1	chr17
BC038278	BC038278	chr5
BC038328;Zfp708	BC038328	chr13
BC038328;Zfp708	Zfp708	chr13
BC038474	BC038474	chr14
BC038648	BC038648	chr15
BC038927	BC038927	chr1
BC038929	BC038929	chr9
BC039791	BC039791	chr1
BC039940	BC039940	chr15
BC039997;BC049352	BC039997	chr9
BC039997;BC049352	BC049352	chr9
BC040690;Wwc2	BC040690	chr8
BC040690;Wwc2	Wwc2	chr8
BC040754	BC040754	chr1
BC040804	BC040804	chr19
BC040816	BC040816	chr7
BC042407	BC042407	chr7
BC042727	BC042727	chr2
BC042783	BC042783	chrX
BC042789	BC042789	chr9
BC043476;Zfp229	BC043476	chr17
BC043476;Zfp229	Zfp229	chr17
BC043934	BC043934	chr9
BC044745	BC044745	chr7
BC044868	BC044868	chr19
BC044870	BC044870	chr5
BC046331	BC046331	chr4
BC046404	BC046404	chr11
BC046487	BC046487	chr16
BC046508	BC046508	chr5
BC047062	BC047062	chr4
BC047216	BC047216	chr16
